original_firstname	original_lastname	first_name	family_name	source	initials	wos_form
JEAN SEBASTIEN	GIRARDON	JEAN SEBASTIEN	GIRARDON	ISGC	JS	GIRARDON JS
ANNE	GRIBOVAL CONSTANT	ANNE	GRIBOVAL CONSTANT	ISGC	A	GRIBOVAL CONSTANT A
ANNE SOPHIE	MAMEDE	ANNE SOPHIE	MAMEDE	ISGC	AS	MAMEDE AS
ERIC	MARCEAU	ERIC	MARCEAU	ISGC	E	MARCEAU E
ANNE FELICIE	LAMIC HUMBLOT	ANNE FELICIE	LAMIC HUMBLOT	ISGC	AF	LAMIC HUMBLOT AF
MAYA	MARINOVA	MAYA	MARINOVA	ISGC	M	MARINOVA M
VALERIE	BRIOIS	VALERIE	BRIOIS	ISGC	V	BRIOIS V
MOULAY	TAHAR SOUGRATI	MOULAY	TAHAR SOUGRATI	ISGC	M	TAHAR SOUGRATI M
EVAN	PFAB	EVAN	PFAB	ISGC	E	PFAB E
ISABELA	SALES	ISABELA	SALES	ISGC	I	SALES I
PEDRO	COSTA	PEDRO	COSTA	ISGC	P	COSTA P
SONIA P M	VENTURA	SONIA P M	VENTURA	ISGC	SPM	VENTURA SPM
SILVANA	MATTEDI	SILVANA	MATTEDI	ISGC	S	MATTEDI S
BETHEL UGOCHUKWU	UKAZU	BETHEL UGOCHUKWU	UKAZU	ISGC	BU	UKAZU BU
PILAR	FLORES	PILAR	FLORES	ISGC	P	FLORES P
PILAR	HELLIN	PILAR	HELLIN	ISGC	P	HELLIN P
MORITZ O	HAUS	MORITZ O	HAUS	ISGC	MO	HAUS MO
FULGENCIO	CONTRERAS	FULGENCIO	CONTRERAS	ISGC	F	CONTRERAS F
NEHA	KARANWAL	NEHA	KARANWAL	ISGC	N	KARANWAL N
MALAYIL GOPALAN	SIBI	MALAYIL GOPALAN	SIBI	ISGC	MG	SIBI MG
MARINA	THIERRY	MARINA	THIERRY	ISGC	M	THIERRY M
AHMED	EL HARAIRY	AHMED	EL HARAIRY	ISGC	A	EL HARAIRY A
LEA	SPITZER	LEA	SPITZER	ISGC	L	SPITZER L
ANNE	ELAIN	ANNE	ELAIN	ISGC	A	ELAIN A
MARKUS R	HEINRICH	MARKUS R	HEINRICH	ISGC	MR	HEINRICH MR
LAURA ELENA	HOFMANN	LAURA ELENA	HOFMANN	ISGC	LE	HOFMANN LE
RICHARD	THOMMERET	RICHARD	THOMMERET	ISGC	R	THOMMERET R
DAVID	FRANCIOLUS	DAVID	FRANCIOLUS	ISGC	D	FRANCIOLUS D
FABIAN JOSCHKA	HOLZHAUSER	FABIAN JOSCHKA	HOLZHAUSER	ISGC	FJ	HOLZHAUSER FJ
RENATO	FROIDEVAUX	RENATO	FROIDEVAUX	ISGC	R	FROIDEVAUX R
STEFANIA	MARZORATI	STEFANIA	MARZORATI	ISGC	S	MARZORATI S
RITA	NASTI	RITA	NASTI	ISGC	R	NASTI R
ROBERT	TUBA	ROBERT	TUBA	ISGC	R	TUBA R
GABOR	TURCZEL	GABOR	TURCZEL	ISGC	G	TURCZEL G
MIRAN	IBRAHIM	MIRAN	IBRAHIM	ISGC	M	IBRAHIM M
ALICE	DALLARMELLINA	ALICE	DALLARMELLINA	ISGC	A	DALLARMELLINA A
STEPHANIE	CLUZET	STEPHANIE	CLUZET	ISGC	S	CLUZET S
MIGUEL A	PRIETO	MIGUEL A	PRIETO	ISGC	MA	PRIETO MA
RICARDO C	CALHELHA	RICARDO C	CALHELHA	ISGC	RC	CALHELHA RC
SO YEON	JEONG	SO YEON	JEONG	ISGC	SY	JEONG SY
NING	YAN	NING	YAN	ISGC	N	YAN N
FREDERIC	BORNETTE	FREDERIC	BORNETTE	ISGC	F	BORNETTE F
PATRICK	JAME	PATRICK	JAME	ISGC	P	JAME P
ANTONIO	HERNANDEZ MANAS	ANTONIO	HERNANDEZ MANAS	ISGC	A	HERNANDEZ MANAS A
VALENTINA	BEGHETTO	VALENTINA	BEGHETTO	ISGC	V	BEGHETTO V
BENEDETTA	LEONETTI	BENEDETTA	LEONETTI	ISGC	B	LEONETTI B
SOFIA	CAROLO	SOFIA	CAROLO	ISGC	S	CAROLO S
ANDREA	MORANDINI	ANDREA	MORANDINI	ISGC	A	MORANDINI A
JULIE	KONG	JULIE	KONG	ISGC	J	KONG J
MATTHIEU	BALAS	MATTHIEU	BALAS	ISGC	M	BALAS M
RICHARD	VILLANNEAU	RICHARD	VILLANNEAU	ISGC	R	VILLANNEAU R
CATARINA	CARVALHO ROCHA	CATARINA	CARVALHO ROCHA	ISGC	C	CARVALHO ROCHA C
THOMAS	ONFROY	THOMAS	ONFROY	ISGC	T	ONFROY T
ALEXANDER	SACHSE	ALEXANDER	SACHSE	ISGC	A	SACHSE A
ALFONSO	RAMIREZ	ALFONSO	RAMIREZ	ISGC	A	RAMIREZ A
NIKLAS	VON DER ASSEN	NIKLAS	VON DER ASSEN	ISGC	N	VON DER ASSEN N
JULIAN	EGGER	JULIAN	EGGER	ISGC	J	EGGER J
LIAQAT	ALI	LIAQAT	ALI	ISGC	L	ALI L
ARSLAN	AFTAB	ARSLAN	AFTAB	ISGC	A	AFTAB A
PATRICK	CHOISY	PATRICK	CHOISY	ISGC	P	CHOISY P
PHILIPPE	DUPAU	PHILIPPE	DUPAU	ISGC	P	DUPAU P
AHMED	BELOUAZNI	AHMED	BELOUAZNI	ISGC	A	BELOUAZNI A
ABDELKADER	DOUAOUI	ABDELKADER	DOUAOUI	ISGC	A	DOUAOUI A
MOHAMED	LARID	MOHAMED	LARID	ISGC	M	LARID M
HOUCINE	TOUATI	HOUCINE	TOUATI	ISGC	H	TOUATI H
CATHERINE	BATIOT DUPEYRAT	CATHERINE	BATIOT DUPEYRAT	ISGC	C	BATIOT DUPEYRAT C
JEAN MICHEL	TATIBOUET	JEAN MICHEL	TATIBOUET	ISGC	JM	TATIBOUET JM
CLAIRE MARIE	PRADIER	CLAIRE MARIE	PRADIER	ISGC	CM	PRADIER CM
SERGE	HUBERSON	SERGE	HUBERSON	ISGC	S	HUBERSON S
ETIENNE	SAVARY	ETIENNE	SAVARY	ISGC	E	SAVARY E
PHILIP	JESSOP	PHILIP	JESSOP	ISGC	P	JESSOP P
TAO	ZHANG	TAO	ZHANG	ISGC	T	ZHANG T
THERESA M	REINEKE	THERESA M	REINEKE	ISGC	TM	REINEKE TM
MARC	JACQUIN	MARC	JACQUIN	ISGC	M	JACQUIN M
CYRIL	GALLARDO	CYRIL	GALLARDO	ISGC	C	GALLARDO C
AUDREY H	MOORES	AUDREY H	MOORES	ISGC	AH	MOORES AH
JUBRIL	AKOLADE	JUBRIL	AKOLADE	ISGC	J	AKOLADE J
PHILIP	LABUSCHAGNE	PHILIP	LABUSCHAGNE	ISGC	P	LABUSCHAGNE P
ANDRI	SWANEPOEL	ANDRI	SWANEPOEL	ISGC	A	SWANEPOEL A
CAROLINE	LEFEBVRE	CAROLINE	LEFEBVRE	ISGC	C	LEFEBVRE C
AISSA	OULD DRIS	AISSA	OULD DRIS	ISGC	A	OULD DRIS A
ANAS	IBEN AYAD	ANAS	IBEN AYAD	ISGC	A	IBEN AYAD A
MAARTEN	BARTELS	MAARTEN	BARTELS	ISGC	M	BARTELS M
FRANCOIS	FREY	FRANCOIS	FREY	ISGC	F	FREY F
CAROLINE	ROUGER	CAROLINE	ROUGER	ISGC	C	ROUGER C
PASCAL	TIERCE	PASCAL	TIERCE	ISGC	P	TIERCE P
BERENGERE	MENOT	BERENGERE	MENOT	ISGC	B	MENOT B
LIQUAN	LI	LIQUAN	LI	ISGC	L	LI L
YUNFENG	ZHU	YUNFENG	ZHU	ISGC	Y	ZHU Y
GABRIELLE	SCALABRINO	GABRIELLE	SCALABRINO	ISGC	G	SCALABRINO G
CYRILLE	BETRON	CYRILLE	BETRON	ISGC	C	BETRON C
VERONIQUE	BOUNOR LEGARE	VERONIQUE	BOUNOR LEGARE	ISGC	V	BOUNOR LEGARE V
PHILIPPE	CASSAGNAU	PHILIPPE	CASSAGNAU	ISGC	P	CASSAGNAU P
MICHELE	BESSON	MICHELE	BESSON	ISGC	M	BESSON M
EUGENE	CARMICHAEL	EUGENE	CARMICHAEL	ISGC	E	CARMICHAEL E
EUGENE	CARMICHAEL	EUGENE	CARMICHAEL	ISGC	E	CARMICHAEL E
GARY	LYONS	GARY	LYONS	ISGC	G	LYONS G
THIERRY	BERNOUD	THIERRY	BERNOUD	ISGC	T	BERNOUD T
PARFAIT	RAMIANDRASOA	PARFAIT	RAMIANDRASOA	ISGC	P	RAMIANDRASOA P
HANNES	PUCHER	HANNES	PUCHER	ISGC	H	PUCHER H
ROLAND	FEINER	ROLAND	FEINER	ISGC	R	FEINER R
LISA	ELLMAIER	LISA	ELLMAIER	ISGC	L	ELLMAIER L
JAN	DIJKMANS	JAN	DIJKMANS	ISGC	J	DIJKMANS J
BEAU	OP DE BEECK	BEAU	OP DE BEECK	ISGC	B	OP DE BEECK B
JEAN FRANCOIS	SASSI	JEAN FRANCOIS	SASSI	ISGC	JF	SASSI JF
FLORIAN	DELRUE	FLORIAN	DELRUE	ISGC	F	DELRUE F
CELINE	HOGNON	CELINE	HOGNON	ISGC	C	HOGNON C
ANNE	ROUBAUD	ANNE	ROUBAUD	ISGC	A	ROUBAUD A
CAPUCINE	DUPONT	CAPUCINE	DUPONT	ISGC	C	DUPONT C
MAGUELONE	GRATEAU	MAGUELONE	GRATEAU	ISGC	M	GRATEAU M
WOUT	JANSSENS	WOUT	JANSSENS	ISGC	W	JANSSENS W
EKATERINA	MAKSHINA	EKATERINA	MAKSHINA	ISGC	E	MAKSHINA E
PIERRE	JACOBS	PIERRE	JACOBS	ISGC	P	JACOBS P
JEAN PIERRE	LLORED	JEAN PIERRE	LLORED	ISGC	JP	LLORED JP
SHAOAN	XU	SHAOAN	XU	ISGC	S	XU S
YUICHI	MANAKA	YUICHI	MANAKA	ISGC	Y	MANAKA Y
YUKI	SUNA	YUKI	SUNA	ISGC	Y	SUNA Y
DOROTHEE	LAURENTI	DOROTHEE	LAURENTI	ISGC	D	LAURENTI D
BENOIT	JOFFRES	BENOIT	JOFFRES	ISGC	B	JOFFRES B
CHANTAL	LORENTZ	CHANTAL	LORENTZ	ISGC	C	LORENTZ C
NADEGE	CHARON	NADEGE	CHARON	ISGC	N	CHARON N
ANTOINE	DAUDIN	ANTOINE	DAUDIN	ISGC	A	DAUDIN A
ALAIN	QUIGNARD	ALAIN	QUIGNARD	ISGC	A	QUIGNARD A
CHRISTOPHE	GEANTET	CHRISTOPHE	GEANTET	ISGC	C	GEANTET C
GABRIELA	TATARU	GABRIELA	TATARU	ISGC	G	TATARU G
ALICE	BAILLIE	ALICE	BAILLIE	ISGC	A	BAILLIE A
KRISTOPHER	ROSADIUK	KRISTOPHER	ROSADIUK	ISGC	K	ROSADIUK K
SCOTT	BOHLE	SCOTT	BOHLE	ISGC	S	BOHLE S
VALERIE	LEJEUNE	VALERIE	LEJEUNE	ISGC	V	LEJEUNE V
FRANCESCO	ISAIA	FRANCESCO	ISAIA	ISGC	F	ISAIA F
NIKOLAOS	XAFENIAS	NIKOLAOS	XAFENIAS	ISGC	N	XAFENIAS N
VALERIA	MAPELLI	VALERIA	MAPELLI	ISGC	V	MAPELLI V
JANIS	RIZHIKOVS	JANIS	RIZHIKOVS	ISGC	J	RIZHIKOVS J
PRANS	BRAZDAUSKS	PRANS	BRAZDAUSKS	ISGC	P	BRAZDAUSKS P
MARIS	PUKE	MARIS	PUKE	ISGC	M	PUKE M
RAMUNAS	TUPCIAUSKAS	RAMUNAS	TUPCIAUSKAS	ISGC	R	TUPCIAUSKAS R
MARTINS	ANDZS	MARTINS	ANDZS	ISGC	M	ANDZS M
KRISTINE	MEILE	KRISTINE	MEILE	ISGC	K	MEILE K
NIKOLAJS	VEDERNIKOVS	NIKOLAJS	VEDERNIKOVS	ISGC	N	VEDERNIKOVS N
AIGARS	PAZHE	AIGARS	PAZHE	ISGC	A	PAZHE A
SANG HO	CHUNG	SANG HO	CHUNG	ISGC	SH	CHUNG SH
PIETER C A	BRUIJNINCX	PIETER C A	BRUIJNINCX	ISGC	PCA	BRUIJNINCX PCA
STIJN O M	HINTERDING	STIJN O M	HINTERDING	ISGC	SOM	HINTERDING SOM
BERT M	WECKHUYSEN	BERT M	WECKHUYSEN	ISGC	BM	WECKHUYSEN BM
YOUNG WUN	KIM	YOUNG WUN	KIM	ISGC	YW	KIM YW
MOHANAKRISHNA	GUNDA	MOHANAKRISHNA	GUNDA	ISGC	M	GUNDA M
SUMAN	BAJRACHARYA	SUMAN	BAJRACHARYA	ISGC	S	BAJRACHARYA S
SANDIPAM	SRIKANTH	SANDIPAM	SRIKANTH	ISGC	S	SRIKANTH S
KAROLIEN	VANBROEKHOVEN	KAROLIEN	VANBROEKHOVEN	ISGC	K	VANBROEKHOVEN K
TONY	PHAN	TONY	PHAN	ISGC	T	PHAN T
ELZBIETA	SKRZYNSKA	ELZBIETA	SKRZYNSKA	ISGC	E	SKRZYNSKA E
SORAYA	ZAID	SORAYA	ZAID	ISGC	S	ZAID S
JEAN SEBASTIEN	GIRARDON	JEAN SEBASTIEN	GIRARDON	ISGC	JS	GIRARDON JS
MATHILDE	LUNEAU	MATHILDE	LUNEAU	ISGC	M	LUNEAU M
NOLVEN	GUILHAUME	NOLVEN	GUILHAUME	ISGC	N	GUILHAUME N
FREDERIC	MEUNIER	FREDERIC	MEUNIER	ISGC	F	MEUNIER F
YVES	SCHUURMAN	YVES	SCHUURMAN	ISGC	Y	SCHUURMAN Y
FIRMIN	OBOUNOU AKONG	FIRMIN	OBOUNOU AKONG	ISGC	F	OBOUNOU AKONG F
MEHMET NAIL	NASIR	MEHMET NAIL	NASIR	ISGC	MN	NASIR MN
DENNIS	KNOGLER	DENNIS	KNOGLER	ISGC	D	KNOGLER D
ELIAS REGIS	SILVA	ELIAS REGIS	SILVA	ISGC	ER	SILVA ER
IDALIA HELENA	ESTEVAM	IDALIA HELENA	ESTEVAM	ISGC	IH	ESTEVAM IH
HANNES	ALEX	HANNES	ALEX	ISGC	H	ALEX H
NORBERT	STEINFELDT	NORBERT	STEINFELDT	ISGC	N	STEINFELDT N
PATRICK	LOOS	PATRICK	LOOS	ISGC	P	LOOS P
JOHN	BARRY	JOHN	BARRY	ISGC	J	BARRY J
JORMA	HASSFELD	JORMA	HASSFELD	ISGC	J	HASSFELD J
KAI	LOVIS	KAI	LOVIS	ISGC	K	LOVIS K
JOHANNES	PLATZEK	JOHANNES	PLATZEK	ISGC	J	PLATZEK J
ALEXANDRE	DEMOLIS	ALEXANDRE	DEMOLIS	ISGC	A	DEMOLIS A
NADINE	ESSAYEM	NADINE	ESSAYEM	ISGC	N	ESSAYEM N
CHING SHYA	LEE	CHING SHYA	LEE	ISGC	CS	LEE CS
YOLANDE	PERES LUCCHESE	YOLANDE	PERES LUCCHESE	ISGC	Y	PERES LUCCHESE Y
WAN MOHD ASHRI WAN	DAUD	WAN MOHD ASHRI WAN	DAUD	ISGC	WMAW	DAUD WMAW
OLIVIER	REYNES	OLIVIER	REYNES	ISGC	O	REYNES O
LAURE	LATAPIE	LAURE	LATAPIE	ISGC	L	LATAPIE L
PEKKA	PELJO	PEKKA	PELJO	ISGC	P	PELJO P
VERONIQUE	AMSTUTZ	VERONIQUE	AMSTUTZ	ISGC	V	AMSTUTZ V
HERON	VRUBEL	HERON	VRUBEL	ISGC	H	VRUBEL H
RODRIGO	DE SOUZA	RODRIGO	DE SOUZA	ISGC	R	DE SOUZA R
MIHKEL	KOEL	MIHKEL	KOEL	ISGC	M	KOEL M
NICK	DAEMS	NICK	DAEMS	ISGC	N	DAEMS N
XIA	SHENG	XIA	SHENG	ISGC	X	SHENG X
YOLANDA	ALVAREZ GALLEGO	YOLANDA	ALVAREZ GALLEGO	ISGC	Y	ALVAREZ GALLEGO Y
MAREK	TOBISZEWSKI	MAREK	TOBISZEWSKI	ISGC	M	TOBISZEWSKI M
STEFAN	TSAKOVSKI	STEFAN	TSAKOVSKI	ISGC	S	TSAKOVSKI S
VASIL	SIMEONOV	VASIL	SIMEONOV	ISGC	V	SIMEONOV V
JACEK	NAMIESNIK	JACEK	NAMIESNIK	ISGC	J	NAMIESNIK J
MICHAEL	KREL	MICHAEL	KREL	ISGC	M	KREL M
ASJA	PETTIGNANO	ASJA	PETTIGNANO	ISGC	A	PETTIGNANO A
LUCA	BERNARDI	LUCA	BERNARDI	ISGC	L	BERNARDI L
MARIAFRANCESCA	FOCHI	MARIAFRANCESCA	FOCHI	ISGC	M	FOCHI M
MATTHEW	QUESNE	MATTHEW	QUESNE	ISGC	M	QUESNE M
EMILY	VAN DEN BERG	EMILY	VAN DEN BERG	ISGC	E	VAN DEN BERG E
SAM	DE VISSER	SAM	DE VISSER	ISGC	S	DE VISSER S
VIVIANE	ROBERT	VIVIANE	ROBERT	ISGC	V	ROBERT V
ELOINE	NPETGAT	ELOINE	NPETGAT	ISGC	E	NPETGAT E
SCHNEIDER	LUDOVIC	SCHNEIDER	LUDOVIC	ISGC	S	LUDOVIC S
YASMINA	MEKMOUCHE	YASMINA	MEKMOUCHE	ISGC	Y	MEKMOUCHE Y
ROUSSELOT PAILLEY	PIERRE	ROUSSELOT PAILLEY	PIERRE	ISGC	RP	PIERRE RP
STEPHANE	MENUEL	STEPHANE	MENUEL	ISGC	S	MENUEL S
AURELIE	MALHO RODRIGUES	AURELIE	MALHO RODRIGUES	ISGC	A	MALHO RODRIGUES A
AMANDINE	FOULET	AMANDINE	FOULET	ISGC	A	FOULET A
HERVE	DELEUZE	HERVE	DELEUZE	ISGC	H	DELEUZE H
MARC	BIROT	MARC	BIROT	ISGC	M	BIROT M
SIBAO	LIU	SIBAO	LIU	ISGC	S	LIU S
MASAZUMI	TAMURA	MASAZUMI	TAMURA	ISGC	M	TAMURA M
YOSHINAO	NAKAGAWA	YOSHINAO	NAKAGAWA	ISGC	Y	NAKAGAWA Y
NEUS	BLANCH RAGA	NEUS	BLANCH RAGA	ISGC	N	BLANCH RAGA N
ANTONIO EDUARDO	PALOMARES GIMENO	ANTONIO EDUARDO	PALOMARES GIMENO	ISGC	AE	PALOMARES GIMENO AE
LUIS JOAQUIN	MARTINEZ TRIGUERO	LUIS JOAQUIN	MARTINEZ TRIGUERO	ISGC	LJ	MARTINEZ TRIGUERO LJ
FABIENNE	GUILLON	FABIENNE	GUILLON	ISGC	F	GUILLON F
CECILE	BARRON	CECILE	BARRON	ISGC	C	BARRON C
RACHELLE	LOOTEN	RACHELLE	LOOTEN	ISGC	R	LOOTEN R
ESTELLE	BONNIN	ESTELLE	BONNIN	ISGC	E	BONNIN E
CATHERINE	LAPIERRE	CATHERINE	LAPIERRE	ISGC	C	LAPIERRE C
ABDELLATIF	BARAKAT	ABDELLATIF	BARAKAT	ISGC	A	BARAKAT A
XAVIER	ROUAU	XAVIER	ROUAU	ISGC	X	ROUAU X
MARIE FRANCOISE	DEVAUX	MARIE FRANCOISE	DEVAUX	ISGC	MF	DEVAUX MF
DAMIANO	CANI	DAMIANO	CANI	ISGC	D	CANI D
PAOLO P	PESCARMONA	PAOLO P	PESCARMONA	ISGC	PP	PESCARMONA PP
MAXENCE	FACHE	MAXENCE	FACHE	ISGC	M	FACHE M
REMI	AUVERGNE	REMI	AUVERGNE	ISGC	R	AUVERGNE R
BERNARD	BOUTEVIN	BERNARD	BOUTEVIN	ISGC	B	BOUTEVIN B
JEAN KERIM	NZAMBE TA KEKI	JEAN KERIM	NZAMBE TA KEKI	ISGC	JK	NZAMBE TA KEKI JK
EFTERPI	VASILIADOU	EFTERPI	VASILIADOU	ISGC	E	VASILIADOU E
AURELIEN	PERU	AURELIEN	PERU	ISGC	A	PERU A
FANNY	BRUNISSEN	FANNY	BRUNISSEN	ISGC	F	BRUNISSEN F
HELENE	THOMAS GUYON	HELENE	THOMAS GUYON	ISGC	H	THOMAS GUYON H
YINGWEI	LI	YINGWEI	LI	ISGC	Y	LI Y
LIYU	CHEN	LIYU	CHEN	ISGC	L	CHEN L
HONGLI	LIU	HONGLI	LIU	ISGC	H	LIU H
JILAN	LONG	JILAN	LONG	ISGC	J	LONG J
MOHAMED	BENCHEIKH	MOHAMED	BENCHEIKH	ISGC	M	BENCHEIKH M
DAMIEN	MILLIASSEAU	DAMIEN	MILLIASSEAU	ISGC	D	MILLIASSEAU D
JON	SOLAR IRAZABAL	JON	SOLAR IRAZABAL	ISGC	J	SOLAR IRAZABAL J
ALEXANDER	LOPEZ	ALEXANDER	LOPEZ	ISGC	A	LOPEZ A
ISABEL	DE MARCO	ISABEL	DE MARCO	ISGC	I	DE MARCO I
AITZIBER	ADRADOS	AITZIBER	ADRADOS	ISGC	A	ADRADOS A
JON	SOLAR IRAZABAL	JON	SOLAR IRAZABAL	ISGC	J	SOLAR IRAZABAL J
AINHOA	HERNANDEZ	AINHOA	HERNANDEZ	ISGC	A	HERNANDEZ A
XAVIER	BANTREIL	XAVIER	BANTREIL	ISGC	X	BANTREIL X
CLEMENT	FLEITH	CLEMENT	FLEITH	ISGC	C	FLEITH C
NASREDDINE	KANFAR	NASREDDINE	KANFAR	ISGC	N	KANFAR N
NICOLAS	GEHIN	NICOLAS	GEHIN	ISGC	N	GEHIN N
ETHAN	GOLLIARD	ETHAN	GOLLIARD	ISGC	E	GOLLIARD E
PAULINE	OHLMANN	PAULINE	OHLMANN	ISGC	P	OHLMANN P
PAULINE	NAVALS	PAULINE	NAVALS	ISGC	P	NAVALS P
SIMONA	MELLINO	SIMONA	MELLINO	ISGC	S	MELLINO S
ERIC	CLOT	ERIC	CLOT	ISGC	E	CLOT E
JEAN	MARTINEZ	JEAN	MARTINEZ	ISGC	J	MARTINEZ J
FREDERIC	LAMATY	FREDERIC	LAMATY	ISGC	F	LAMATY F
NANCY	QUARANTA	NANCY	QUARANTA	ISGC	N	QUARANTA N
MARTA	CALIGARIS	MARTA	CALIGARIS	ISGC	M	CALIGARIS M
ROMINA	VAROLI	ROMINA	VAROLI	ISGC	R	VAROLI R
ADRIAN	CRISTOBAL	ADRIAN	CRISTOBAL	ISGC	A	CRISTOBAL A
MAUD	BOLLENBACH	MAUD	BOLLENBACH	ISGC	M	BOLLENBACH M
MARTINE	SCHMITT	MARTINE	SCHMITT	ISGC	M	SCHMITT M
PATRICK	WAGNER	PATRICK	WAGNER	ISGC	P	WAGNER P
CHRISTOPHE	SALOME	CHRISTOPHE	SALOME	ISGC	C	SALOME C
FREDERIC	BIHEL	FREDERIC	BIHEL	ISGC	F	BIHEL F
JEAN JACQUES	BOURGUIGNON	JEAN JACQUES	BOURGUIGNON	ISGC	JJ	BOURGUIGNON JJ
BALA	SUBRAMANIAM	BALA	SUBRAMANIAM	ISGC	B	SUBRAMANIAM B
ZHUANZHUAN	XIE	ZHUANZHUAN	XIE	ISGC	Z	XIE Z
GEOFFREY	AKIEN	GEOFFREY	AKIEN	ISGC	G	AKIEN G
WENJUAN	YAN	WENJUAN	YAN	ISGC	W	YAN W
ANAND	RAMANATHAN	ANAND	RAMANATHAN	ISGC	A	RAMANATHAN A
RAGHUNATH	CHAUDHARI	RAGHUNATH	CHAUDHARI	ISGC	R	CHAUDHARI R
ESTEFANIA	ZURIAGA	ESTEFANIA	ZURIAGA	ISGC	E	ZURIAGA E
ESTHER	SARASA	ESTHER	SARASA	ISGC	E	SARASA E
IMANE	BARBARA	IMANE	BARBARA	ISGC	I	BARBARA I
MARIA FERNANDA	DOS SANTOS MOTA	MARIA FERNANDA	DOS SANTOS MOTA	ISGC	MF	DOS SANTOS MOTA MF
MARCOAURELIO ALMENARA	RODRIGUES	MARCOAURELIO ALMENARA	RODRIGUES	ISGC	MA	RODRIGUES MA
NING	LI	NING	LI	ISGC	N	LI N
GUANGYI	LI	GUANGYI	LI	ISGC	G	LI G
JINFAN	YANG	JINFAN	YANG	ISGC	J	YANG J
SHANSHAN	LI	SHANSHAN	LI	ISGC	S	LI S
FANG	CHEN	FANG	CHEN	ISGC	F	CHEN F
XUERU	SHENG	XUERU	SHENG	ISGC	X	SHENG X
YU	CONG	YU	CONG	ISGC	Y	CONG Y
CAROLE	GUYON	CAROLE	GUYON	ISGC	C	GUYON C
MARC	BARON	MARC	BARON	ISGC	M	BARON M
ENRIQUE	GARCIA BORDEJE	ENRIQUE	GARCIA BORDEJE	ISGC	E	GARCIA BORDEJE E
LAURA	ROLDAN	LAURA	ROLDAN	ISGC	L	ROLDAN L
CARLOS	DE LA CALLE	CARLOS	DE LA CALLE	ISGC	C	DE LA CALLE C
MARTA	FABRE	MARTA	FABRE	ISGC	M	FABRE M
LISIANNE	DOMON	LISIANNE	DOMON	ISGC	L	DOMON L
REGIS	DELATOUCHE	REGIS	DELATOUCHE	ISGC	R	DELATOUCHE R
HERVE	ROUILLARD	HERVE	ROUILLARD	ISGC	H	ROUILLARD H
NAJLA	FNITER	NAJLA	FNITER	ISGC	N	FNITER N
BELSEM	BELKHIRIA	BELSEM	BELKHIRIA	ISGC	B	BELKHIRIA B
VALERIE	THIERY	VALERIE	THIERY	ISGC	V	THIERY V
ALEJANDRO	LEAL DUASO	ALEJANDRO	LEAL DUASO	ISGC	A	LEAL DUASO A
MATTHIEU	OZAGAC	MATTHIEU	OZAGAC	ISGC	M	OZAGAC M
CELINE	BERTINO GHERA	CELINE	BERTINO GHERA	ISGC	C	BERTINO GHERA C
DOROTHEE	LAURENTI	DOROTHEE	LAURENTI	ISGC	D	LAURENTI D
MAOBING	TU	MAOBING	TU	ISGC	M	TU M
ARMANDO	CORDOVA	ARMANDO	CORDOVA	ISGC	A	CORDOVA A
JIANFENG	ZHANG	JIANFENG	ZHANG	ISGC	J	ZHANG J
GUILLAUME	DE ROBILLARD	GUILLAUME	DE ROBILLARD	ISGC	G	DE ROBILLARD G
JACQUES	ANDRIEU	JACQUES	ANDRIEU	ISGC	J	ANDRIEU J
CHARLES	DEVILLERS	CHARLES	DEVILLERS	ISGC	C	DEVILLERS C
ANDREA	BASSO	ANDREA	BASSO	ISGC	A	BASSO A
ZOHEIR SALIM	BENTOUNSI	ZOHEIR SALIM	BENTOUNSI	ISGC	ZS	BENTOUNSI ZS
CLAIRE	GAREL	CLAIRE	GAREL	ISGC	C	GAREL C
BRICE LOIC	RENARD	BRICE LOIC	RENARD	ISGC	BL	RENARD BL
PETER	HESEMANN	PETER	HESEMANN	ISGC	P	HESEMANN P
SELIM	KERMASHA	SELIM	KERMASHA	ISGC	S	KERMASHA S
DEBORA	BIZZO BRUM PEREIRA	DEBORA	BIZZO BRUM PEREIRA	ISGC	D	BIZZO BRUM PEREIRA D
SOPHIE	GUILLAUME	SOPHIE	GUILLAUME	ISGC	S	GUILLAUME S
MARC	LAHAYE	MARC	LAHAYE	ISGC	M	LAHAYE M
SAYANI	RAY	SAYANI	RAY	ISGC	S	RAY S
JACQUELINE	VIGOUROUX	JACQUELINE	VIGOUROUX	ISGC	J	VIGOUROUX J
BERNARD	QUEMENER	BERNARD	QUEMENER	ISGC	B	QUEMENER B
JOSE ANTONIO	MAYORAL	JOSE ANTONIO	MAYORAL	ISGC	JA	MAYORAL JA
ANTHONY	GARRON	ANTHONY	GARRON	ISGC	A	GARRON A
CATHERINE	SANTINI	CATHERINE	SANTINI	ISGC	C	SANTINI C
PHILIPPE	ARQUILLIERE	PHILIPPE	ARQUILLIERE	ISGC	P	ARQUILLIERE P
WALID	AL MAKSOUD	WALID	AL MAKSOUD	ISGC	W	AL MAKSOUD W
CHERIF	LARABI	CHERIF	LARABI	ISGC	C	LARABI C
JEAN JACQUES	WALTER	JEAN JACQUES	WALTER	ISGC	JJ	WALTER JJ
LUIS	SERRANO CANTADOR	LUIS	SERRANO CANTADOR	ISGC	L	SERRANO CANTADOR L
