name	original_firstname	original_lastname	first_name	family_name	source	initials	wos_form
MAURI, KOSTIAINEN	MAURI	KOSTIAINEN	MAURI	KOSTIAINEN	ISGC	M	KOSTIAINEN M
KOTESWARA, RAO N	KOTESWARA	RAO N	NIDADAVOLU	KOTESWARA RAO	ISGC	K	RAO N K
NIDADAVOLU, KOTESWARA RAO	NIDADAVOLU	KOTESWARA RAO	NIDADAVOLU	KOTESWARA RAO	ISGC	N	KOTESWARA RAO N
GEORGES THIBAUD, KOUMBA YOYA	GEORGES THIBAUD	KOUMBA YOYA	GEORGES THIBAUT	KOUMBA YOYA	ISGC	GT	KOUMBA YOYA GT
GEORGES THIBAUT, KOUMBA YOYA	GEORGES THIBAUT	KOUMBA YOYA	GEORGES THIBAUT	KOUMBA YOYA	ISGC	GT	KOUMBA YOYA GT
SIDALI, KOURDALI	SIDALI	KOURDALI	SIDALI	KOURDALI	ISGC	S	KOURDALI S
A, KOVACS	A	KOVACS	ANNAMARIA	KOVACS	ISGC	A	KOVACS A
ANNAMARIA, KOVACS	ANNAMARIA	KOVACS	ANNAMARIA	KOVACS	ISGC	A	KOVACS A
JOSÉ, KOVENSKY	JOSÉ	KOVENSKY	JOSE	KOVENSKY	ISGC	J	KOVENSKY J
JOSE, KOVENSKY	JOSE	KOVENSKY	JOSE	KOVENSKY	ISGC	J	KOVENSKY J
ERICA, KOWAL	ERICA	KOWAL	ERICA	KOWAL	ISGC	E	KOWAL E
MARTA, KOWALCZYK	MARTA	KOWALCZYK	MARTA	KOWALCZYK	ISGC	M	KOWALCZYK M
DMYTRO, KOZAK	DMYTRO	KOZAK	DMYTRO	KOZAK	ISGC	D	KOZAK D
PATRICIA, KRACH	PATRICIA	KRACH	PATRICIA	KRACH	ISGC	P	KRACH P
YANNICK, KRAUKE	YANNICK	KRAUKE	YANNICK	KRAUKE	ISGC	Y	KRAUKE Y
FLORIAN, KREBS	FLORIAN	KREBS	FLORIAN	KREBS	ISGC	F	KREBS F
MICHAEL, KREL	MICHAEL	KREL	MICHAEL	KREL	ISGC	M	KREL M
SEBASTIAN, KRICKL	SEBASTIAN	KRICKL	SEBASTIAN	KRICKL	ISGC	S	KRICKL S
ELSA, KRISANTI	ELSA	KRISANTI	ELSA	KRISANTI	ISGC	E	KRISANTI E
HANA, KRIZOVA	HANA	KRIZOVA	HANA	KRIZOVA	ISGC	H	KRIZOVA H
MAAIKE, KROON	MAAIKE	KROON	MAAIKE C	KROON	ISGC	M	KROON M
MAAIKE C, KROON	MAAIKE C	KROON	MAAIKE C	KROON	ISGC	MC	KROON MC
CHRISTIAN, KROPF	CHRISTIAN	KROPF	CHRISTIAN	KROPF	ISGC	C	KROPF C
ANREAS J D, KRÜGER	ANREAS J D	KRÜGER	ANDREAS J D	KRUGER	ISGC	AJD	KRUGER AJD
ANDREAS J D, KRUGER	ANDREAS J D	KRUGER	ANDREAS J D	KRUGER	ISGC	AJD	KRUGER AJD
ANDREAS J D, KRÜGER	ANDREAS J D	KRÜGER	ANDREAS J D	KRUGER	other	AJD	KRUGER AJD
IGOR, KRYLOV	IGOR	KRYLOV	IGOR	KRYLOV	ISGC	I	KRYLOV I
JOANNA, KRYSCIAK-CZERWENKA	JOANNA	KRYSCIAK-CZERWENKA	JOANNA	KRYSCIAK CZERWENKA	ISGC	J	KRYSCIAK-CZERWENKA J
JOANNA, KRYSCIAK CZERWENKA	JOANNA	KRYSCIAK CZERWENKA	JOANNA	KRYSCIAK CZERWENKA	ISGC	J	KRYSCIAK CZERWENKA J
JOANNA, KRYSCIAK-CZERWENKA	JOANNA	KRYSCIAK-CZERWENKA	JOANNA	KRYSCIAK CZERWENKA	other	J	KRYSCIAK-CZERWENKA J
J, KRYSCIAK-CZERWENKA	J	KRYSCIAK-CZERWENKA	JOANNA	KRYSCIAK CZERWENKA	other	J	KRYSCIAK-CZERWENKA J
DAVID, KUBIČKA	DAVID	KUBIČKA	DAVID	KUBICKA	ISGC	D	KUBICKA D
DAVID, KUBICKA	DAVID	KUBICKA	DAVID	KUBICKA	ISGC	D	KUBICKA D
JEAN-PHILIPPE, KUCMA	JEAN-PHILIPPE	KUCMA	JEAN PHILIPPE	KUCMA	ISGC	J	KUCMA J
JEAN PHILIPPE, KUCMA	JEAN PHILIPPE	KUCMA	JEAN PHILIPPE	KUCMA	ISGC	JP	KUCMA JP
SHINJI, KUDO	SHINJI	KUDO	SHINJI	KUDO	ISGC	S	KUDO S
ANJA, KUENZ	ANJA	KUENZ	ANJA	KUENZ	ISGC	A	KUENZ A
HENNING, KUHZ	HENNING	KUHZ	HENNING	KUHZ	ISGC	H	KUHZ H
ANNA, KULIK	ANNA	KULIK	ANNA	KULIK	ISGC	A	KULIK A
TETIANA, KULIK	TETIANA	KULIK	TETIANA	KULIK	ISGC	T	KULIK T
KOSTIANTYN, KULYK	KOSTIANTYN	KULYK	KOSTIANTYN	KULYK	ISGC	K	KULYK K
KOMAL, KUMAR	KOMAL	KUMAR	KOMAL	KUMAR	ISGC	K	KUMAR K
NARENDRA, KUMAR	NARENDRA	KUMAR	NARENDRA	KUMAR	ISGC	N	KUMAR N
VIVEK, KUMAR	VIVEK	KUMAR	VIVEK	KUMAR	ISGC	V	KUMAR V
KLAUS, KÜMMERER	KLAUS	KÜMMERER	KLAUS	KUMMERER	ISGC	K	KUMMERER K
KLAUS, KUMMERER	KLAUS	KUMMERER	KLAUS	KUMMERER	ISGC	K	KUMMERER K
BARIS, KUMRU	BARIS	KUMRU	BARIS	KUMRU	ISGC	B	KUMRU B
EWELINA, KUNA	EWELINA	KUNA	EWELINA	KUNA	ISGC	E	KUNA E
WERNER, KUNZ	WERNER	KUNZ	WERNER	KUNZ	ISGC	W	KUNZ W
ANDREW, KUPRAT	ANDREW	KUPRAT	ANDREW	KUPRAT	ISGC	A	KUPRAT A
BERNARD, KUREK	BERNARD	KUREK	BERNARD	KUREK	ISGC	B	KUREK B
KIYOFUMI, KURIHARA	KIYOFUMI	KURIHARA	KIYOFUMI	KURIHARA	ISGC	K	KURIHARA K
KIKI A, KURNIA	KIKI A	KURNIA	KIKI A	KURNIA	ISGC	KA	KURNIA KA
KRZYSZTOF, KURZYDLOWSKI	KRZYSZTOF	KURZYDLOWSKI	KRZYSZTOF	KURZYDLOWSKI	ISGC	K	KURZYDLOWSKI K
BRIGHT T, KUSEMA	BRIGHT T	KUSEMA	BRIGHT T	KUSEMA	ISGC	BT	KUSEMA BT
LAURI, KUUTTI	LAURI	KUUTTI	LAURI	KUUTTI	ISGC	L	KUUTTI L
JOHAN, KUYLENSTIERNA	JOHAN	KUYLENSTIERNA	JOHAN	KUYLENSTIERNA	ISGC	J	KUYLENSTIERNA J
BORIS, KUZNETSOV	BORIS	KUZNETSOV	BORIS	KUZNETSOV	ISGC	B	KUZNETSOV B
MAXIM, KUZNETSOV	MAXIM	KUZNETSOV	MAXIM	KUZNETSOV	ISGC	M	KUZNETSOV M
SVETLANA, KUZNETSOVA	SVETLANA	KUZNETSOVA	SVETLANA	KUZNETSOVA	ISGC	S	KUZNETSOVA S
TSZ HIM, KWAN	TSZ HIM	KWAN	TSZ HIM	KWAN	ISGC	TH	KWAN TH
WITOLD, KWAPINSKI	WITOLD	KWAPINSKI	WITOLD	KWAPINSKI	ISGC	W	KWAPINSKI W
CHAN, KWONG-YU	CHAN	KWONG-YU	CHAN	KWONG YU	ISGC	C	KWONG-YU C
CHAN, KWONG YU	CHAN	KWONG YU	CHAN	KWONG YU	ISGC	C	KWONG YU C
ALI, LAAJEB	ALI	LAAJEB	ALI	LAAJEB	ISGC	A	LAAJEB A
ABDELRAHMANE, LABANI	ABDELRAHMANE	LABANI	ABDELRAHMANE	LABANI	ISGC	A	LABANI A
GILLES, LABAT	GILLES	LABAT	GILLES	LABAT	ISGC	G	LABAT G
JALEL, LABIDI	JALEL	LABIDI	JALEL	LABIDI	ISGC	J	LABIDI J
SANA, LABIDI	SANA	LABIDI	SANA	LABIDI	ISGC	S	LABIDI S
PHILIP, LABUSCHAGNE	PHILIP	LABUSCHAGNE	PHILIP	LABUSCHAGNE	ISGC	P	LABUSCHAGNE P
COLETTE, LACABANNE	COLETTE	LACABANNE	COLETTE	LACABANNE	ISGC	C	LACABANNE C
VALENTIN, LACANAU	VALENTIN	LACANAU	VALENTIN	LACANAU	ISGC	V	LACANAU V
ELIZABETH, LACHTER	ELIZABETH	LACHTER	ELIZABETH	LACHTER	ISGC	E	LACHTER E
FRANÇOIS, LACOSTE	FRANÇOIS	LACOSTE	FRANCOIS	LACOSTE	ISGC	F	LACOSTE F
FRANCOIS, LACOSTE	FRANCOIS	LACOSTE	FRANCOIS	LACOSTE	ISGC	F	LACOSTE F
CAMILLE, LACROIX	CAMILLE	LACROIX	CAMILLE	LACROIX	ISGC	C	LACROIX C
PATRICK, LACROIX-DESMAZES	PATRICK	LACROIX-DESMAZES	PATRICK	LACROIX DESMAZES	ISGC	P	LACROIX-DESMAZES P
PATRICK, LACROIX DESMAZES	PATRICK	LACROIX DESMAZES	PATRICK	LACROIX DESMAZES	ISGC	P	LACROIX DESMAZES P
SAVITA, LADAGE	SAVITA	LADAGE	SAVITA	LADAGE	ISGC	S	LADAGE S
ROSA M, LADERA	ROSA M	LADERA	ROSA M	LADERA	ISGC	RM	LADERA RM
VINCENT, LADMIRAL	VINCENT	LADMIRAL	VINCENT	LADMIRAL	ISGC	V	LADMIRAL V
PIERRE, LAFITE	PIERRE	LAFITE	PIERRE	LAFITE	ISGC	P	LAFITE P
ROMAIN, LAFON	ROMAIN	LAFON	ROMAIN	LAFON	ISGC	R	LAFON R
SÉBASTIEN, LAFORGE	SÉBASTIEN	LAFORGE	SEBASTIEN	LAFORGE	ISGC	S	LAFORGE S
SEBASTIEN, LAFORGE	SEBASTIEN	LAFORGE	SEBASTIEN	LAFORGE	ISGC	S	LAFORGE S
LUCAS, LAGERQUIST	LUCAS	LAGERQUIST	LUCAS	LAGERQUIST	ISGC	L	LAGERQUIST L
BERT, LAGRAIN	BERT	LAGRAIN	BERT	LAGRAIN	ISGC	B	LAGRAIN B
MARC, LAHAYE	MARC	LAHAYE	MARC	LAHAYE	ISGC	M	LAHAYE M
SARA, LAHOUEL	SARA	LAHOUEL	SARA	LAHOUEL	ISGC	S	LAHOUEL S
NACERA, LAHOUEL BENABBES	NACERA	LAHOUEL BENABBES	NACERA	LAHOUEL BENABBES	ISGC	N	LAHOUEL BENABBES N
NACERA, LAHOUEL	NACERA	LAHOUEL	NACERA	LAHOUEL BENABBES	other	N	LAHOUEL N
N, LAHOUEL	N	LAHOUEL	NACERA	LAHOUEL BENABBES	other	N	LAHOUEL N
AHMED, LAHSINI	AHMED	LAHSINI	AHMED	LAHSINI	ISGC	A	LAHSINI A
MAARIT, LAHTINEN	MAARIT	LAHTINEN	MAARIT	LAHTINEN	ISGC	M	LAHTINEN M
BINGBING, LAI	BINGBING	LAI	BINGBING	LAI	ISGC	B	LAI B
JONATHAN, LAI	JONATHAN	LAI	JONATHAN	LAI	ISGC	J	LAI J
VALENTIN, LAIR	VALENTIN	LAIR	VALENTIN	LAIR	ISGC	V	LAIR V
ANTERO, LAITINEN	ANTERO	LAITINEN	ANTERO	LAITINEN	ISGC	A	LAITINEN A
OCÉANE, LAMARZELLE	OCÉANE	LAMARZELLE	OCEANE	LAMARZELLE	ISGC	O	LAMARZELLE O
OCEANE, LAMARZELLE	OCEANE	LAMARZELLE	OCEANE	LAMARZELLE	ISGC	O	LAMARZELLE O
FRÉDÉRIC, LAMATY	FRÉDÉRIC	LAMATY	FREDERIC	LAMATY	ISGC	F	LAMATY F
FREDERIC, LAMATY	FREDERIC	LAMATY	FREDERIC	LAMATY	ISGC	F	LAMATY F
MARIE LAURE, LAMELOISE	MARIE LAURE	LAMELOISE	MARIE LAURE	LAMELOISE	ISGC	ML	LAMELOISE ML
ANNE-FÉLICIE, LAMIC-HUMBLOT	ANNE-FÉLICIE	LAMIC-HUMBLOT	ANNE FELICIE	LAMIC HUMBLOT	ISGC	A	LAMIC-HUMBLOT A
ANNE FELICIE, LAMIC HUMBLOT	ANNE FELICIE	LAMIC HUMBLOT	ANNE FELICIE	LAMIC HUMBLOT	ISGC	AF	LAMIC HUMBLOT AF
WALID, LAMINE	WALID	LAMINE	WALID	LAMINE	ISGC	W	LAMINE W
DAVID, LAMOLINAIRIE	DAVID	LAMOLINAIRIE	DAVID	LAMOLINAIRIE	ISGC	D	LAMOLINAIRIE D
CHRISTOPHER, LANCEFIELD	CHRISTOPHER	LANCEFIELD	CHRISTOPHER	LANCEFIELD	ISGC	C	LANCEFIELD C
JESSEM, LANDOULSI	JESSEM	LANDOULSI	JESSEM	LANDOULSI	ISGC	J	LANDOULSI J
DAVID, LANDY	DAVID	LANDY	DAVID	LANDY	ISGC	D	LANDY D
JEAN-PAUL, LANGE	JEAN-PAUL	LANGE	JEAN PAUL	LANGE	ISGC	J	LANGE J
JEAN PAUL, LANGE	JEAN PAUL	LANGE	JEAN PAUL	LANGE	ISGC	JP	LANGE JP
STEFANO, LANGE	STEFANO	LANGE	STEFANO	LANGE	ISGC	S	LANGE S
THIERRY, LANGER	THIERRY	LANGER	THIERRY	LANGER	ISGC	T	LANGER T
TIMM, LANKAU	TIMM	LANKAU	TIMM	LANKAU	ISGC	T	LANKAU T
WASSILA, LANSARI	WASSILA	LANSARI	WASSILA	LANSARI	ISGC	W	LANSARI W
CATHERINE, LAPIERRE	CATHERINE	LAPIERRE	CATHERINE	LAPIERRE	ISGC	C	LAPIERRE C
ANGELOS, LAPPAS	ANGELOS	LAPPAS	ANGELOS	LAPPAS	ISGC	A	LAPPAS A
CHERIF, LARABI	CHERIF	LARABI	CHERIF	LARABI	ISGC	C	LARABI C
MARTINE, LARGERON	MARTINE	LARGERON	MARTINE	LARGERON	ISGC	M	LARGERON M
GIACOMO MARCO, LARI	GIACOMO MARCO	LARI	GIACOMO MARCO	LARI	ISGC	GM	LARI GM
YOSRA, LARIBI	YOSRA	LARIBI	YOSRA	LARIBI	ISGC	Y	LARIBI Y
MOHAMED, LARID	MOHAMED	LARID	MOHAMED	LARID	ISGC	M	LARID M
KIM, LARMIER	KIM	LARMIER	KIM	LARMIER	ISGC	K	LARMIER K
PIERRE, LARNICOL	PIERRE	LARNICOL	PIERRE	LARNICOL	ISGC	P	LARNICOL P
SUSANNA, LAROCCA	SUSANNA	LAROCCA	SUSANNA	LAROCCA	ISGC	S	LAROCCA S
GASTÓN O, LARRAZÁBAL	GASTÓN O	LARRAZÁBAL	GASTON O	LARRAZABAL	ISGC	GO	LARRAZABAL GO
GASTON O, LARRAZABAL	GASTON O	LARRAZABAL	GASTON O	LARRAZABAL	ISGC	GO	LARRAZABAL GO
MARCOS, LARRIBA	MARCOS	LARRIBA	MARCOS	LARRIBA	ISGC	M	LARRIBA M
MATS, LARSSON	MATS	LARSSON	MATS	LARSSON	ISGC	M	LARSSON M
CARMEN, LASTRES	CARMEN	LASTRES	CARMEN	LASTRES	ISGC	C	LASTRES C
KRISZTINA, LÁSZLÓ	KRISZTINA	LÁSZLÓ	KRISZTINA	LASZLO	ISGC	K	LASZLO K
KRISZTINA, LASZLO	KRISZTINA	LASZLO	KRISZTINA	LASZLO	ISGC	K	LASZLO K
LAURE, LATAPIE	LAURE	LATAPIE	LAURE	LATAPIE	ISGC	L	LATAPIE L
BAPTISTE, LAUBIE	BAPTISTE	LAUBIE	BAPTISTE	LAUBIE	ISGC	B	LAUBIE B
FRANCK, LAUNAY	FRANCK	LAUNAY	FRANCK	LAUNAY	ISGC	F	LAUNAY F
RÉMY, LAUNEZ	RÉMY	LAUNEZ	REMY	LAUNEZ	ISGC	R	LAUNEZ R
REMY, LAUNEZ	REMY	LAUNEZ	REMY	LAUNEZ	ISGC	R	LAUNEZ R
DOROTHEE, LAURENTI	DOROTHEE	LAURENTI	DOROTHEE	LAURENTI	ISGC	D	LAURENTI D
DOROTHÉE, LAURENTI	DOROTHÉE	LAURENTI	DOROTHEE	LAURENTI	ISGC	D	LAURENTI D
ENZO, LAURENTI	ENZO	LAURENTI	ENZO	LAURENTI	ISGC	E	LAURENTI E
AURÉLIE, LAVERGNE	AURÉLIE	LAVERGNE	AURELIE	LAVERGNE	ISGC	A	LAVERGNE A
AURELIE, LAVERGNE	AURELIE	LAVERGNE	AURELIE	LAVERGNE	ISGC	A	LAVERGNE A
ELISABETH, LAVILLE	ELISABETH	LAVILLE	ELISABETH	LAVILLE	ISGC	E	LAVILLE E
DANIELA, LAVRIC	DANIELA	LAVRIC	DANIELA	LAVRIC	ISGC	D	LAVRIC D
POLYKARPOS, LAZARIDIS	POLYKARPOS	LAZARIDIS	POLYKARPOS	LAZARIDIS	ISGC	P	LAZARIDIS P
JEVGENIJ, LAZKO	JEVGENIJ	LAZKO	JEVGENIJ	LAZKO	ISGC	J	LAZKO J
MINH QUOC CUONG, LE	MINH QUOC CUONG	LE	MINH QUOC CUONG	LE	ISGC	MQC	LE MQC
JEAN, LE BIDEAU	JEAN	LE BIDEAU	JEAN	LE BIDEAU	ISGC	J	LE BIDEAU J
JEAN, LE BRAS	JEAN	LE BRAS	JEAN	LE BRAS	ISGC	J	LE BRAS J
JEAN, LEBRAS	JEAN	LEBRAS	JEAN	LE BRAS	ISGC	J	LEBRAS J
YANN, LE BRECHT	YANN	LE BRECHT	YANN	LE BRECH	ISGC	Y	LE BRECHT Y
YANN, LE BRECH	YANN	LE BRECH	YANN	LE BRECH	ISGC	Y	LE BRECH Y
KEVIN, LE DEZ	KEVIN	LE DEZ	KEVIN	LE DEZ	ISGC	K	LE DEZ K
STÉPHANE, LE FLOCH	STÉPHANE	LE FLOCH	STEPHANE	LE FLOCH	ISGC	S	LE FLOCH S
STÉPHANE, LEFLOCH	STÉPHANE	LEFLOCH	STEPHANE	LE FLOCH	ISGC	S	LEFLOCH S
STEPHANE, LE FLOCH	STEPHANE	LE FLOCH	STEPHANE	LE FLOCH	ISGC	S	LE FLOCH S
ERWAN, LE GROGNEC	ERWAN	LE GROGNEC	ERWAN	LE GROGNEC	ISGC	E	LE GROGNEC E
SARAH, LE GUENIC	SARAH	LE GUENIC	SARAH	LE GUENIC	ISGC	S	LE GUENIC S
JEROME, LE NOTRE	JEROME	LE NOTRE	JEROME	LE NOTRE	ISGC	J	LE NOTRE J
JEROME, LENOTRE	JEROME	LENOTRE	JEROME	LE NOTRE	ISGC	J	LENOTRE J
JÉRÔME, LENOTRE	JÉRÔME	LENOTRE	JEROME	LE NOTRE	ISGC	J	LENOTRE J
JACQUES, LE PAIH	JACQUES	LE PAIH	JACQUES	LE PAIH	ISGC	J	LE PAIH J
CÉLINE, LE QUEMENER	CÉLINE	LE QUEMENER	CELINE	LE QUEMENER	ISGC	C	LE QUEMENER C
CELINE, LE QUEMENER	CELINE	LE QUEMENER	CELINE	LE QUEMENER	ISGC	C	LE QUEMENER C
ERWAN, LE ROUX	ERWAN	LE ROUX	ERWAN	LE ROUX	ISGC	E	LE ROUX E
ANTHONY, LE VALANT	ANTHONY	LE VALANT	ANTHONY	LE VALANT	ISGC	A	LE VALANT A
JAMES J, LEACHY	JAMES J	LEACHY	JAMES J	LEAHY	ISGC	JJ	LEACHY JJ
JAMES J, LEAHY	JAMES J	LEAHY	JAMES J	LEAHY	ISGC	JJ	LEAHY JJ
DAVID J, LEAK	DAVID J	LEAK	DAVID J	LEAK	ISGC	DJ	LEAK DJ
ALEJANDRO, LEAL DUASO	ALEJANDRO	LEAL DUASO	ALEJANDRO	LEAL DUASO	ISGC	A	LEAL DUASO A
ALEJANDRO, LEAL-DUASO	ALEJANDRO	LEAL-DUASO	ALEJANDRO	LEAL DUASO	ISGC	A	LEAL-DUASO A
ALEJANDRO, LEAL	ALEJANDRO	LEAL	ALEJANDRO	LEAL DUASO	ISGC	A	LEAL A
THOMAS, LEBARBÉ	THOMAS	LEBARBÉ	THOMAS	LEBARBE	ISGC	T	LEBARBE T
THOMAS, LEBARBE	THOMAS	LEBARBE	THOMAS	LEBARBE	ISGC	T	LEBARBE T
RAPHAEL, LEBEUF	RAPHAEL	LEBEUF	RAPHAEL	LEBEUF	ISGC	R	LEBEUF R
RAPHAËL, LEBEUF	RAPHAËL	LEBEUF	RAPHAEL	LEBEUF	ISGC	R	LEBEUF R
NATHALIE, LEBLANC	NATHALIE	LEBLANC	NATHALIE	LEBLANC	ISGC	N	LEBLANC N
BRIEUC, LECART	BRIEUC	LECART	BRIEUC	LECART	ISGC	B	LECART B
JULIEN, LECLAIRE	JULIEN	LECLAIRE	JULIEN	LECLAIRE	ISGC	J	LECLAIRE J
LOÏC, LECLERCQ	LOÏC	LECLERCQ	LOIC	LECLERCQ	ISGC	L	LECLERCQ L
LOIC, LECLERCQ	LOIC	LECLERCQ	LOIC	LECLERCQ	ISGC	L	LECLERCQ L
SÉBASTIEN, LECOMMANDOUX	SÉBASTIEN	LECOMMANDOUX	SEBASTIEN	LECOMMANDOUX	ISGC	S	LECOMMANDOUX S
SEBASTIEN, LECOMMANDOUX	SEBASTIEN	LECOMMANDOUX	SEBASTIEN	LECOMMANDOUX	ISGC	S	LECOMMANDOUX S
MICHAEL, LECOURT	MICHAEL	LECOURT	MICHAEL	LECOURT	ISGC	M	LECOURT M
CHING SHYA, LEE	CHING SHYA	LEE	CHING SHYA	LEE	ISGC	CS	LEE CS
HONG JOO, LEE	HONG JOO	LEE	HONG JOO	LEE	ISGC	HJ	LEE HJ
HYEONSHIN, LEE	HYEONSHIN	LEE	HYEONSHIN	LEE	ISGC	H	LEE H
INSEON, LEE	INSEON	LEE	INSEON	LEE	ISGC	I	LEE I
JAE-WON, LEE	JAE-WON	LEE	JAE WON	LEE	ISGC	J	LEE J
JAE WON, LEE	JAE WON	LEE	JAE WON	LEE	ISGC	JW	LEE JW
JINSUK, LEE	JINSUK	LEE	JINSUK	LEE	ISGC	J	LEE J
KEE IN, LEE	KEE IN	LEE	KEE IN	LEE	ISGC	KI	LEE KI
KWAN-YOUNG, LEE	KWAN-YOUNG	LEE	KWAN YOUNG	LEE	ISGC	K	LEE K
KWAN YOUNG, LEE	KWAN YOUNG	LEE	KWAN YOUNG	LEE	ISGC	KY	LEE KY
MYUNG-GIN, LEE	MYUNG-GIN	LEE	MYUNG GIN	LEE	ISGC	M	LEE M
MYUNG GIN, LEE	MYUNG GIN	LEE	MYUNG GIN	LEE	ISGC	MG	LEE MG
SEUNG-WOO, LEE	SEUNG-WOO	LEE	SEUNG WOO	LEE	ISGC	S	LEE S
SEUNG WOO, LEE	SEUNG WOO	LEE	SEUNG WOO	LEE	ISGC	SW	LEE SW
SUMIN, LEE	SUMIN	LEE	SUMIN	LEE	ISGC	S	LEE S
TAE WOO, LEE	TAE WOO	LEE	TAE WOO	LEE	ISGC	TW	LEE TW
YONGTAEK, LEE	YONGTAEK	LEE	YONGTAEK	LEE	ISGC	Y	LEE Y
YUHSUAN, LEE	YUHSUAN	LEE	YUHSUAN	LEE	ISGC	Y	LEE Y
CAROLINE, LEFEBVRE	CAROLINE	LEFEBVRE	CAROLINE	LEFEBVRE	ISGC	C	LEFEBVRE C
CAROLINE, LEFEVRE	CAROLINE	LEFEVRE	CAROLINE	LEFEBVRE	ISGC	C	LEFEVRE C
LOUIS, LEFEBVRE	LOUIS	LEFEBVRE	LOUIS	LEFEBVRE	ISGC	L	LEFEBVRE L
LEON, LEFFERTS	LEON	LEFFERTS	LEON	LEFFERTS	ISGC	L	LEFFERTS L
LAURENT, LEFORT	LAURENT	LEFORT	LAURENT	LEFORT	ISGC	L	LEFORT L
FRÉDÉRIC, LEGALL	FRÉDÉRIC	LEGALL	FREDERIC	LEGALL	ISGC	F	LEGALL F
FREDERIC, LEGALL	FREDERIC	LEGALL	FREDERIC	LEGALL	ISGC	F	LEGALL F
FRÉDÉRIC, LEGÉE	FRÉDÉRIC	LEGÉE	FREDERIC	LEGEE	ISGC	F	LEGEE F
FREDERIC, LEGEE	FREDERIC	LEGEE	FREDERIC	LEGEE	ISGC	F	LEGEE F
FRÉDÉRIC, LEGER	FRÉDÉRIC	LEGER	FREDERIC	LEGER	ISGC	F	LEGER F
FREDERIC, LEGER	FREDERIC	LEGER	FREDERIC	LEGER	ISGC	F	LEGER F
JACK, LEGRAND	JACK	LEGRAND	JACK	LEGRAND	ISGC	J	LEGRAND J
LARS I, LEICHERT	LARS I	LEICHERT	LARS I	LEICHERT	ISGC	LI	LEICHERT LI
REKO, LEINO	REKO	LEINO	REKO	LEINO	ISGC	R	LEINO R
ANA CLÁUDIA, LEITE	ANA CLÁUDIA	LEITE	ANA CLAUDIA	LEITE	ISGC	AC	LEITE AC
ANA CLAUDIA, LEITE	ANA CLAUDIA	LEITE	ANA CLAUDIA	LEITE	ISGC	AC	LEITE AC
VIKTORIA, LEITNER	VIKTORIA	LEITNER	VIKTORIA	LEITNER	ISGC	V	LEITNER V
WALTER, LEITNER	WALTER	LEITNER	WALTER	LEITNER	ISGC	W	LEITNER W
W, LEITNER	W	LEITNER	WALTER	LEITNER	ISGC	W	LEITNER W
MANUEL, LEJEUNE	MANUEL	LEJEUNE	MANUEL	LEJEUNE	ISGC	M	LEJEUNE M
VALERIE, LEJEUNE	VALERIE	LEJEUNE	VALERIE	LEJEUNE	ISGC	V	LEJEUNE V
MARC, LEMAIRE	MARC	LEMAIRE	MARC	LEMAIRE	ISGC	M	LEMAIRE M
MARIELLE, LEMAIRE	MARIELLE	LEMAIRE	MARIELLE	LEMAIRE	ISGC	M	LEMAIRE M
LAURENT, LEMEE	LAURENT	LEMEE	LAURENT	LEMEE	ISGC	L	LEMEE L
LOÏC, LEMIÈGRE	LOÏC	LEMIÈGRE	LOIC	LEMIEGRE	ISGC	L	LEMIEGRE L
LOIC, LEMIEGRE	LOIC	LEMIEGRE	LOIC	LEMIEGRE	ISGC	L	LEMIEGRE L
ANGELIKI, LEMONIDOU	ANGELIKI	LEMONIDOU	ANGELIKI	LEMONIDOU	ISGC	A	LEMONIDOU A
PAULO, LEMOS	PAULO	LEMOS	PAULO C	LEMOS	ISGC	P	LEMOS P
PAULO C, LEMOS	PAULO C	LEMOS	PAULO C	LEMOS	ISGC	PC	LEMOS PC
RADIA, LEMOUCHI	RADIA	LEMOUCHI	RADIA	LEMOUCHI	ISGC	R	LEMOUCHI R
JESUS, LEMUS	JESUS	LEMUS	JESUS	LEMUS	ISGC	J	LEMUS J
CHRISTOPHE, LEN	CHRISTOPHE	LEN	CHRISTOPHE	LEN	ISGC	C	LEN C
BENEDETTA, LEONETTI	BENEDETTA	LEONETTI	BENEDETTA	LEONETTI	ISGC	B	LEONETTI B
OLIVIER, LEPINE	OLIVIER	LEPINE	OLIVIER	LEPINE	ISGC	O	LEPINE O
VINCENT, LEQUART	VINCENT	LEQUART	VINCENT	LEQUART	ISGC	V	LEQUART V
YANNICK, LERAT	YANNICK	LERAT	YANNICK	LERAT	ISGC	Y	LERAT Y
ERIC, LEROY	ERIC	LEROY	ERIC	LEROY	ISGC	E	LEROY E
RÉMY, LEROY	RÉMY	LEROY	REMY	LEROY	ISGC	R	LEROY R
REMY, LEROY	REMY	LEROY	REMY	LEROY	ISGC	R	LEROY R
M, LERSCH	M	LERSCH	MARTIN	LERSCH	ISGC	M	LERSCH M
MARTIN, LERSCH	MARTIN	LERSCH	MARTIN	LERSCH	ISGC	M	LERSCH M
LAURENCE, LESAGE-MEESEN	LAURENCE	LESAGE-MEESEN	LAURENCE	LESAGE MEESEN	ISGC	L	LESAGE-MEESEN L
LAURENCE, LESAGE MEESEN	LAURENCE	LESAGE MEESEN	LAURENCE	LESAGE MEESEN	ISGC	L	LESAGE MEESEN L
LUCIE, LESEURRE	LUCIE	LESEURRE	LUCIE	LESEURRE	ISGC	L	LESEURRE L
